"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
"2018","RUS","64300193","64316691","ISCED 2","ISCED 3A","female","yes","yes",483.25,535.461,446.172,124.03217,"yes","yes",,"2","3+","1","11-25",-0.1722,0.7805
"2018","RUS","64300275","64315453","ISCED 3A","ISCED 3B, C","female","yes","yes",501.509,536.316,476.037,115.01366,"yes","yes",,"2","3+","2","26-100",1.0841,0.7909
"2018","RUS","64300060","64315117","ISCED 3A","ISCED 2","male","yes","yes",621.521,562.793,546.821,100.19667,"yes","yes",,"3+","1","1","11-25",-0.4676,-0.0989
"2018","SAU","68200120","68203026","less than ISCED1","less than ISCED1","male","yes","yes",244.714,254.717,259.033,55.63519,"yes","yes",,"3+","0","3+","26-100",-0.4502,-2.9942
"2018","SAU","68200124","68203229","ISCED 3A","ISCED 3A","female","yes","yes",571.694,563.19,569.445,54.76096,"no","yes",,"2","3+","3+","11-25",0.6865,0.7613
"2018","SAU","68200098","68205968","ISCED 2","ISCED 2","male","yes","yes",317.405,353.873,321.601,51.63523,"no","no",,"3+","2","3+","11-25",0.2714,-0.0332
"2018","SAU","68200007","68203444","ISCED 3A","ISCED 3A","female","yes","yes",508.585,447.425,385.097,54.81618,"yes","yes",,"2","3+","1","26-100",0.5581,1.1124
"2018","SAU","68200116","68202023","ISCED 3A","ISCED 3A","male","no","yes",295.917,346.558,393.507,56.0749,"no","yes",,"1","0","1","more than 500",-2.2592,-0.2896
"2018","SAU","68200008","68201869","ISCED 3A","ISCED 3A","male","yes","yes",381.163,421.689,379.141,55.1348,"yes","yes",,"3+","3+","3+","0-10",4.2602,0.6892
"2018","SAU","68200073","68200417","ISCED 3B, C","ISCED 3A","female","yes","yes",470.078,536.108,461.973,53.58421,"yes","no",,"2","1","2","11-25",-0.5063,-0.156
"2018","SAU","68200116","68204304","ISCED 1","ISCED 1","male","yes","yes",343.909,229.878,246.232,56.0749,"no","yes",,"2","0","3+","0-10",-0.577,-2.6227
"2018","SAU","68200135","68201192","ISCED 3B, C","ISCED 3A","female","yes","yes",484.328,561.452,486.402,51.32345,"yes","no",,"1","2","1","26-100",-0.6451,0.6999
"2018","SAU","68200065","68201178","ISCED 2","ISCED 3B, C","female","yes","yes",403.06,478.049,494.207,51.05754,"no","no",,"3+","1","3+","11-25",-0.278,-1.1323
"2018","SAU","68200034","68200494","ISCED 2","ISCED 2","female","no","yes",364.468,466.064,408.205,55.0602,"yes","yes",,"2","0","1","11-25",-1.1451,-1.8888
"2018","SAU","68200057","68205194",,"ISCED 3A","female","yes","yes",448.567,434.667,459.881,50.41083,"yes","yes",,"2","2","1","26-100",-0.8565,0.5205
"2018","SAU","68200116","68200308","ISCED 2","ISCED 3A","male","no","yes",479.978,535.926,604.645,56.0749,"no","yes",,"2","1","3+","0-10",-0.0589,-1.3566
"2018","SAU","68200033","68204003","ISCED 1","ISCED 3A","female","yes","yes",444.018,526.253,529.918,52.24395,"yes","yes",,"2","3+","2","11-25",1.11,0.4096
"2018","SAU","68200157","68201742","ISCED 3B, C","ISCED 3B, C","male","no","yes",458.011,401.253,411.382,56.72451,"yes","yes",,"3+","0","2","0-10",-0.2743,-0.7256
"2018","SAU","68200026","68203411","less than ISCED1","less than ISCED1","male","no","no",310.866,381.728,384.793,52.66939,"no","no",,"3+","0","3+","0-10",-1.0786,-3.2851
"2018","SAU","68200180","68205450","ISCED 3A","ISCED 3A","female","yes","yes",442.75,475.004,450.58,53.25,"yes","no",,"3+","3+","3+","11-25",1.572,0.9746
"2018","SAU","68200025","68205168","ISCED 1","ISCED 1","female","no","yes",457.392,446.71,335.001,55.0602,,"yes",,"2","1","3+","11-25",-0.3108,-1.7458
"2018","SAU","68200011","68201690","ISCED 3B, C","ISCED 3B, C","male","yes","yes",296.7,328.208,367.827,47.38066,"yes","yes",,"3+","3+","3+","0-10",0.5106,0.3042
"2018","SAU","68200232","68201328","ISCED 3B, C","ISCED 3B, C","female","yes","yes",467.125,537.391,515.397,55.67191,"no","yes",,"2","2","2","201-500",-0.1434,-0.3045
"2018","SAU","68200084","68201539","ISCED 3A","ISCED 3B, C","male","no","yes",370.646,406.865,396.739,55.18254,"yes","yes",,"3+","3+","3+","11-25",1.1091,0.526
"2018","SAU","68200011","68203430","less than ISCED1",,"male","no","yes",290.597,328.117,379.481,47.38066,"no","no",,"3+","1","3+","0-10",-0.5305,-2.8604
"2018","SAU","68200110","68201492","ISCED 3A","ISCED 3B, C","female","yes","yes",403.272,436.423,387.453,51.79003,"no","no",,"3+","2","1","11-25",0.069,-0.5031
"2018","SAU","68200039","68205173","ISCED 3B, C","ISCED 3B, C","male","yes","yes",433.225,421.288,401.904,53.18758,"yes","yes",,"3+","3+","3+","0-10",2.5721,-0.4821
"2018","SAU","68200060","68203696","ISCED 3B, C","less than ISCED1","male","yes","yes",543.534,620.973,606.559,51.51407,"no","yes",,"1","1","2","26-100",-1.0443,-1.3316
"2018","SAU","68200112","68203280","ISCED 2",,"female","yes","yes",352.206,346.025,264.113,105.40446,"no","no",,"2","1","2","0-10",-0.8933,-1.5262
"2018","SAU","68200038","68202850","ISCED 1","ISCED 1","female",,"yes",322.004,207.521,332.159,114.05328,"yes",,,,"1","3+","11-25",-0.4301,-2.3224
"2018","SAU","68200108","68205630","less than ISCED1","ISCED 3A","female","yes","yes",241.418,209.749,269.067,51.87876,"no","yes",,"3+","1",,"0-10",-0.6401,0.6993
"2018","SAU","68200054","68200768","ISCED 3B, C","ISCED 3B, C","female","no","yes",371.453,437.15,388.807,47.9366,"yes","yes",,"3+","1","3+","11-25",0.1244,-1.2192
"2018","SAU","68200047","68201273","ISCED 2","ISCED 2","male","yes","yes",311.014,379.243,262.462,56.03777,"no","no",,"1","1","1","11-25",-1.982,-1.8218
"2018","SAU","68200062","68201694","ISCED 2","ISCED 2","female",,"yes",391.646,385.667,373.811,54.52474,,,,"3+","1","3+","0-10",0.3549,-1.4634
"2018","SAU","68200205","68202090","ISCED 2","ISCED 1","male","no","yes",258.611,297.804,213.012,51.85283,"no","yes",,"2","0","1","11-25",-1.2734,-2.2142
"2018","SAU","68200007","68203894","ISCED 2","ISCED 3A","female","yes","yes",417.083,465.23,452.844,54.81618,"no","no",,"3+","2","3+","26-100",0.0554,0.2067
"2018","SAU","68200060","68204002","ISCED 3B, C","ISCED 3A","male","yes","yes",390.794,506.701,400.634,51.51407,"yes","yes",,"3+","3+","3+","26-100",2.0749,0.698
"2018","SAU","68200017","68203262","ISCED 3B, C","ISCED 3A","male","yes","yes",543.8,535.598,471.563,53.55952,"yes","yes",,"2","2","2","11-25",-0.269,0.231
"2018","SAU","68200029","68205565","ISCED 1","ISCED 2","male","no","yes",359.369,325.355,339.457,48.99878,"no","yes",,"1","0","2","0-10",-1.4907,-2.1513
"2018","SAU","68200203","68204134","ISCED 1","ISCED 3B, C","female","yes","yes",493.024,510.677,521.491,62.66077,"no","no",,"3+","2","2","more than 500",-0.2366,-1.0338
"2018","SAU","68200114","68204967","ISCED 2","ISCED 3A","female","yes","yes",395.905,494.742,494.354,58.40323,"yes","yes",,"3+","3+","3+","26-100",2.5721,1.4785
"2018","SAU","68200229","68206355","ISCED 3A","ISCED 3A","male","yes","yes",544.545,509.671,530.326,52.96523,"yes","yes",,"3+","2","3+","11-25",1.1936,0.6969
"2018","SAU","68200222","68204187","ISCED 3A","ISCED 3A","male","yes","yes",550.496,524.505,536.164,54.43157,"yes","yes",,"3+","3+","3+","101-200",1.6598,0.6199
"2018","SAU","68200033","68204698","ISCED 1","ISCED 2","female","yes","yes",272.233,427.751,364.435,52.24395,"no","yes",,"1","3+","3+","11-25",0.9355,-1.5825
"2018","SAU","68200221","68201449","ISCED 2","ISCED 2","male","no","no",347.257,204.809,333.564,55.10381,"yes","no",,"3+","3+","2","0-10",0.6447,-0.0732
"2018","SAU","68200027","68203999","ISCED 2","ISCED 2","female","yes","yes",332.427,434.917,383.26,53.39543,"yes","yes",,"1","2","2","11-25",0.046,-1.2292
"2018","SAU","68200072","68205808","less than ISCED1","ISCED 3A","male","yes","yes",465.18,457.495,371.812,57.77543,"yes","yes",,"1","1","2","0-10",-1.0443,-0.4319
"2018","SAU","68200135","68201554","less than ISCED1","ISCED 3B, C","female","yes","yes",419.271,494.086,514.687,51.32345,"yes","yes",,"3+","2","3+","11-25",0.8051,-0.9733
"2018","SAU","68200230","68206103","ISCED 3B, C","ISCED 3A","male","no","yes",353.974,322.782,303.236,53.55952,"no","yes",,"3+","2","3+","11-25",0.7789,0.4448
"2018","SAU","68200060","68203906","ISCED 2","ISCED 2","male","yes","yes",332.566,320.604,422.952,51.51407,"yes","yes",,"3+","2","2","26-100",-0.0776,-0.2084
"2018","SAU","68200017","68200609","ISCED 3A","ISCED 3A","male","yes","yes",505.501,519.021,533.753,53.55952,"yes","yes",,"2","3+","1",,0.1449,1.163
"2018","SAU","68200223","68201978","ISCED 3A","ISCED 3A","male","yes","yes",374.421,408.095,415.016,61.37423,"yes","yes",,"3+","3+","3+","26-100",2.0749,-0.6014
"2018","SAU","68200007","68205121","ISCED 3A","ISCED 3A","female","yes","yes",456.01,441.341,422.945,54.81618,"no","yes",,"3+","3+","3+","0-10",0.9425,0.759
"2018","SGP","70200137","70206258","ISCED 3A","ISCED 2","male","yes","yes",585.574,601.613,650.232,5.30758,"yes","yes",,"3+","3+","2","11-25",0.7519,0.3366
"2018","SGP","70200108","70203216","ISCED 3A","ISCED 2","male","yes","yes",573.151,500.215,505.922,5.95129,"yes","yes",,"2","2","1","101-200",0.0649,-0.1714
"2018","SGP","70200020","70204689","ISCED 3A","ISCED 3A","female","yes","yes",595.03,610.372,588.035,5.39632,"yes","yes",,"2","3+","1","26-100",0.5412,0.5516
"2018","SGP","70200097","70202776","ISCED 1","ISCED 1","female","yes","yes",603.809,581.827,533.341,7.4511,"yes","no",,"1","2","0","11-25",-0.8109,-1.8723
"2018","SGP","70200053","70202897","ISCED 3A","ISCED 3A","female","yes","yes",574.585,661.515,600.639,6.32157,"yes","yes",,"1","3+","1","26-100",0.5329,1.312
"2018","SGP","70200047","70201563","ISCED 3A","ISCED 3A","male","yes","yes",608.647,493.087,496.859,6.43382,"yes","no",,"1","1","1","201-500",-1.2012,0.3763
"2018","SGP","70200109","70205800","ISCED 3A","ISCED 1","male","yes","yes",596.595,526.372,546.353,6.925,"yes","no",,"3+","2","0","26-100",-0.1268,-0.6136
"2018","SGP","70200031","70200222","ISCED 3A","ISCED 3A","male","yes","yes",597.099,655.156,661.154,7.12059,"yes","yes",,"2","3+","1","26-100",0.055,0.9062
"2018","SGP","70200027","70202272","ISCED 3A","ISCED 3A","male","yes","yes",377.842,339.453,387.741,4.13395,"yes","yes",,"0","0","0","11-25",-2.0423,-1.1998
"2018","SGP","70200075","70204433","ISCED 3A","ISCED 3A","male","yes","yes",460.737,549.32,591.437,7.67647,"yes","no",,"3+",,"2","11-25",0.2576,0.4173
"2018","SGP","70200108","70200487","ISCED 3A","ISCED 3A","male","yes","yes",620.827,590.755,610.872,5.95129,"yes","no",,"2","1","1","26-100",-0.9035,-0.2212
"2018","SGP","70200063","70200500","ISCED 2","ISCED 3A","male","yes","yes",644.428,612.359,640.433,7.81141,"yes","no",,"1","1","1","26-100",-0.0337,-0.5693
"2018","SGP","70200137","70200791","ISCED 3A","ISCED 3A","male","yes","yes",553.757,512.17,564.43,5.30758,"yes","no",,"3+","3+","1","26-100",1.2577,1.1273
"2018","SGP","70200027","70203582","ISCED 3A","ISCED 3A","female","yes","yes",327.407,300.969,378.182,4.02574,"yes","no",,"1","2","0","26-100",-0.2037,-0.7114
"2018","SGP","70200119","70204033","ISCED 3A","ISCED 3A","male","yes","yes",438.599,318.015,378.919,7.33611,"yes","yes",,"2","3+","1","0-10",0.9346,1.0306
"2018","SGP","70200059","70200324","ISCED 3A","ISCED 2","male","yes","yes",563.062,584.113,561.553,6.875,"yes","yes",,"1","3+","0","26-100",-0.1961,-0.2616
"2018","SGP","70200161","70204462","ISCED 3A","ISCED 3A","male","yes","yes",430.797,354.464,384.763,7.245,"yes","yes",,"3+","1","1","more than 500",-0.1323,-0.5642
"2018","SGP","70200097","70202212","ISCED 3A","ISCED 3A","female","yes","yes",665.136,619.331,650.682,7.4511,"yes","yes",,"1","1","0","26-100",-0.9045,-0.45
"2018","SGP","70200158","70200785","ISCED 3A","ISCED 3A","male","no","yes",385.28,289.954,368.647,4.80938,"no","no",,"2","0",,"11-25",-2.1972,-1.2955
"2018","SGP","70200092","70205245","ISCED 3A","ISCED 3A","male","yes","yes",745.484,743.757,757.56,5.64995,"yes","yes",,"2","3+","2","201-500",1.158,1.7264
"2018","SGP","70200159","70203113","ISCED 3A","ISCED 3A","female","yes","yes",411.683,441.711,428.32,7.56324,"yes","yes",,"3+","3+","2","101-200",2.0951,0.8465
"2018","SGP","70200082","70201807","ISCED 3A","ISCED 3A","male","yes","yes",526.062,508.366,555.609,7.8,"yes","yes",,"2","3+","1","more than 500",0.5744,1.6201
"2018","SGP","70200053","70206844","ISCED 3A","ISCED 3A","female","yes","yes",770.467,726.612,775.342,6.32157,"yes","yes",,"1","3+","2","101-200",1.2142,1.2601
"2018","SGP","70200133","70206200","ISCED 3A","ISCED 3A","male","yes","yes",524.683,496.206,569.467,6.95,"yes","yes",,"2","3+","2","11-25",0.2279,0.7388
"2018","SGP","70200153","70201811","ISCED 3A","ISCED 3A","male","yes","yes",478.652,519.202,513.516,7.48,"yes","yes",,"3+","3+","0","26-100",-0.0476,1.0141
"2018","SGP","70200046","70205614","ISCED 3A","ISCED 3A","female","no","yes",493.703,652.445,610.966,5.17133,"yes","no",,"2","3+","1","26-100",-0.2609,0.6297
"2018","SGP","70200056","70205955","ISCED 3A","ISCED 3A","female","yes","yes",523.166,489.459,498.564,7.125,"yes","yes",,"2","2","1","26-100",0.0649,0.3754
"2018","SGP","70200144","70203031","ISCED 3A","ISCED 3A","female","yes","yes",579.182,526.391,556.49,7.15,"yes","yes",,"1","3+","1","26-100",0.2581,0.0546
"2018","SGP","70200165","70205867","ISCED 3A","ISCED 3A","male","yes","yes",751.041,663.227,660.907,6.625,"yes","yes",,"1","3+","1","more than 500",0.2839,1.1702
"2018","SGP","70200128","70200394","ISCED 3A","ISCED 3A","male","yes","yes",587.392,509.866,575.83,5.7,"yes","yes",,"2","3+","3+","26-100",1.2229,0.9989
"2018","SGP","70200085","70201426","ISCED 3A","ISCED 3A","female","no","yes",397.448,368.891,358.545,6.65,"no","yes",,"1","2","0","0-10",-0.414,-0.5362
"2018","SGP","70200013","70204509","less than ISCED1","ISCED 1","female","yes","yes",384.967,433.239,417.668,6.85,"yes","yes",,"2","2",,"26-100",-0.8968,-2.0993
"2018","SGP","70200080","70206882","ISCED 3A","ISCED 3A","male","yes","yes",511.472,486.69,482.743,11.90274,"yes","yes",,"2","3+","1","201-500",0.9647,1.3524
"2018","SGP","70200018","70203550","ISCED 3A","ISCED 1","female","yes","yes",604.432,582.11,592.966,3.41548,"yes","yes",,"1","1","0","101-200",-0.7321,0.1621
"2018","SGP","70200128","70204582","ISCED 3A","ISCED 2","male","no","yes",599.369,576.713,623.718,5.7,"yes","yes",,"2","0","0","11-25",-0.7299,-0.5237
"2018","SGP","70200059","70203546","ISCED 2","ISCED 2","male","yes","yes",499.385,469.232,502.653,6.875,"yes","yes",,"1","3+","1","101-200",0.2985,-0.7841
"2018","SGP","70200019","70203299","ISCED 3A","ISCED 3A","male","yes","yes",707.15,755.503,724.009,6.17787,"yes","yes",,"3+","3+","1","26-100",0.3624,0.5817
"2018","SGP","70200020","70205459","ISCED 3A","ISCED 3A","male","yes","yes",696.991,713.909,680.052,5.72251,"yes","yes",,"1","1","1","26-100",-0.5562,0.5069
"2018","SGP","70200054","70203926","ISCED 3A","ISCED 3A","female","yes","yes",544.245,505.949,469.331,6.525,"yes","no",,"1","1","0","0-10",-1.6825,-1.2668
"2018","SGP","70200162","70205870","ISCED 3A","ISCED 1","female","yes","yes",541.537,561.82,552.967,6.72353,"yes","no",,"1","1","2","101-200",-0.0679,-0.805
"2018","SGP","70200050","70200485","ISCED 3A","ISCED 3A","male","yes","yes",625.747,536.431,623.182,11.3407,"yes","yes",,"1","3+","1","201-500",0.6435,1.3856
"2018","SGP","70200150","70200915","ISCED 3A","ISCED 3A","female","yes","no",387.499,401.568,386.378,8.6944,"yes","yes",,"1","1","0","11-25",-1.7786,-0.8414
"2018","SGP","70200049","70206949","ISCED 3A","ISCED 3A","male","yes","yes",657.101,626.343,667.075,4.175,"yes","yes",,"2","2","0","11-25",-0.4379,-0.1556
"2018","SGP","70200090","70204484","ISCED 2","ISCED 3A","male","yes","yes",406.347,368.924,401.778,7.125,"yes","yes",,"1","3+","0","101-200",-0.7201,-0.7698
"2018","SGP","70200149","70206641","ISCED 3A","ISCED 3A","female","yes","yes",472.377,359.054,339.77,7.075,"yes","yes",,"1","3+","0","11-25",-0.4702,0.1575
"2018","SGP","70200121","70201122","ISCED 3A","ISCED 3A","male","yes","yes",423.526,262.455,322.041,4.91176,"yes","yes",,"0","0","0","more than 500",-2.4762,0.4091
"2018","SGP","70200127","70201237","less than ISCED1","ISCED 1","male","yes","yes",569.042,552.711,526.376,4.97368,"no","no",,"3+","2","0","11-25",-0.3655,-1.8834
"2018","SGP","70200084","70204543","ISCED 3A","ISCED 3A","female","yes","yes",566.849,543.679,573.81,6.875,"yes","yes",,"2","2","0","26-100",-0.2794,0.6075
"2018","SGP","70200033","70204109","ISCED 3A","ISCED 3A","female","yes","yes",494.141,463.984,445.841,6.00811,"yes","yes",,"1","3+","2","0-10",0.7571,0.202
"2018","SGP","70200142","70203908","ISCED 3A","ISCED 3A","male","yes","yes",603.684,585.959,596.98,6.28571,"yes","yes",,"3+","3+","0","11-25",0.2158,0.6321
"2018","SRB","68800048","68803815","ISCED 3B, C","ISCED 3B, C","female","yes","yes",387.501,503.968,433.606,7.24252,"yes","yes",,"3+","2","1","more than 500",-0.1883,0.3841
"2018","SRB","68800033","68801023","ISCED 3B, C","ISCED 3B, C","female","yes","yes",504.94,498.449,524.83,10.98639,"yes","no",,"1","1","1","26-100",-1.0448,-0.0119
"2018","SRB","68800120","68808508","ISCED 3B, C","ISCED 3B, C","male","yes","yes",370.193,355.604,351.876,9.1576,"yes","yes",,"2","1","1","0-10",-0.2444,-1.1982
"2018","SRB","68800123","68804900","ISCED 3B, C","ISCED 3A","male","yes","yes",392.385,369.128,401.573,8.39544,"yes","yes",,"2","2","1","0-10",-1.0598,-1.1637
"2018","SRB","68800012","68805789","ISCED 3A","ISCED 3B, C","male","yes","yes",411.484,467.706,440.969,10.76624,"yes","yes",,"2","2","1","26-100",-0.8445,-0.7884
"2018","SRB","68800050","68803346","ISCED 3A","ISCED 3A","female","yes","yes",502.005,565.499,507.638,10.92293,"yes","yes",,"1","2","2","101-200",-0.3574,0.9659
"2018","SRB","68800133","68801888","ISCED 2",,"male",,,434.385,400.688,365.442,8.50906,,,,,,,,,
"2018","SRB","68800116","68803604","ISCED 3A","ISCED 3A","female","yes","yes",347.413,382.462,433.756,7.88587,"yes","yes",,"3+","3+","2","201-500",0.1979,1.0672
"2018","SRB","68800118","68806423","ISCED 3A","ISCED 3B, C","female","yes","yes",498.081,461.515,351.535,7.85003,"yes","yes",,"3+","3+","2","201-500",0.5985,0.863
"2018","SRB","68800160","68801664","ISCED 3A","ISCED 3A","female","yes","yes",463.518,382.752,348.441,10.68229,"yes","yes",,"2","2","3+","0-10",0.4121,0.4317
"2018","SRB","68800031","68800104","ISCED 3B, C","ISCED 3B, C","male","yes","yes",561.459,512.501,518.929,7.6551,"yes","yes",,"3+","1","1","more than 500",-0.3005,0.4249
"2018","SRB","68800041","68801223",,,"female",,,336.879,364.239,364.49,9.56716,,,,,,,,,
"2018","SRB","68800158","68803913","ISCED 3B, C","ISCED 3B, C","male","yes","yes",522.033,416.193,483.099,8.84819,"yes","yes",,"2","1","0","26-100",-1.2407,-0.7518
"2018","SRB","68800097","68807488","ISCED 3B, C","ISCED 3B, C","male","yes","yes",592.446,517.663,529.928,8.94271,"yes","yes",,"1","1","1","26-100",-1.2067,0.0484
"2018","SRB","68800011","68802491","ISCED 3A","ISCED 3B, C","female","yes","yes",354.665,298.595,395.149,6.54219,"yes","yes",,"3+","1","1","26-100",-0.4435,-0.32
"2018","SRB","68800005","68806081","ISCED 3B, C","ISCED 3B, C","female","no","yes",571.014,446.352,457.563,10.30001,"yes","yes",,"3+","3+","3+","26-100",0.2299,-1.1567
"2018","SRB","68800126","68805536","ISCED 3B, C","ISCED 3B, C","male","yes","yes",253.501,282.808,357.028,9.73008,"yes","yes",,"2","1","1","0-10",-0.6997,-1.1836
"2018","SRB","68800019","68805033","ISCED 3B, C","ISCED 3B, C","male","yes","yes",373.107,333.187,367.095,10.09803,"yes","yes",,"2","1","1","11-25",-0.4034,-0.3843
"2018","SRB","68800143","68807641","ISCED 3B, C","ISCED 3B, C","male","yes","yes",373.504,308.947,389.701,7.49394,"yes","no",,"2","2","1","101-200",-1.2695,-1.0248
"2018","SRB","68800005","68807700","ISCED 3B, C","ISCED 3A","female","yes","yes",535.669,525.154,401.385,10.30001,"yes","yes",,"2","3+","2","11-25",-0.0444,1.0543
"2018","SRB","68800108","68807528","ISCED 3B, C","ISCED 3B, C","female","yes","yes",430.148,492.319,493.986,9.05183,"yes","yes",,"2","2","1","11-25",-0.466,0.0872
"2018","SRB","68800132","68805293","ISCED 3B, C","ISCED 3B, C","female","yes","yes",395.946,463.283,585.093,8.74437,"yes","no",,"1","2","1","26-100",-1.1031,-0.6599
"2018","SRB","68800025","68801318","ISCED 3A","ISCED 3B, C","male","yes","yes",299.097,315.076,296.533,7.80736,"yes","yes",,"3+","1","2","more than 500",0.1565,-0.5789
"2018","SRB","68800053","68806438","ISCED 3B, C","ISCED 3B, C","male","yes","yes",352.18,283.755,329.658,9.66406,"no","yes",,"2","1","0","11-25",-1.7028,-1.1873
"2018","SRB","68800004","68802173","ISCED 3B, C","ISCED 3B, C","male","yes","yes",510.635,487.224,448.388,12.4385,"yes","yes",,"3+","1",,"0-10",-1.174,-0.2297
"2018","SRB","68800003","68809159","ISCED 3B, C","ISCED 3A","male","yes","yes",598.552,694.454,661.061,10.90402,"yes","yes",,"2","2","2","26-100",0.0171,0.9821
"2018","SRB","68800064","68802766","ISCED 3B, C","ISCED 3B, C","male","yes","yes",558.887,408.268,442.699,9.83013,"yes","yes",,"3+","2","3+","101-200",0.2219,0.4517
"2018","SRB","68800103","68800638","ISCED 3B, C","ISCED 3B, C","female","yes","yes",464.488,474.103,419.935,8.28756,"yes","yes",,"2","1","1","11-25",-1.7206,-1.6553
"2018","SRB","68800183","68804156","ISCED 3B, C","ISCED 3B, C","female","no","no",311.899,354.218,358.907,11.00099,"yes","yes",,"1","0","0","11-25",-2.1643,-0.9863
"2018","SRB","68800068","68807754","ISCED 3B, C","ISCED 3B, C","male","yes","yes",394.979,339.587,379.16,7.45418,"yes","yes",,,"2","1","more than 500",-0.2644,1.0216
"2018","SRB","68800106","68802148","ISCED 3A","ISCED 3A","female","yes","yes",278.383,375.246,335.747,8.81987,"yes","yes",,"3+","2","1","more than 500",0.2465,-0.4263
"2018","SRB","68800035","68806266","ISCED 3A","ISCED 3B, C","male","no","no",346.771,349.322,364.361,12.31635,"no","no",,"3+","2","3+","0-10",-0.3739,-0.8409
"2018","SRB","68800039","68806324","ISCED 2","ISCED 2","female","yes","yes",376.1,388.202,362.651,8.9718,"yes","yes",,"2","1","1","0-10",-0.9512,-1.8713
"2018","SRB","68800171","68802404","ISCED 3A","ISCED 3B, C","male","yes","yes",564.921,592.316,584.622,9.23365,"yes","no",,"3+","2","2","more than 500",-0.4674,0.1443
"2018","SRB","68800159","68805200","ISCED 3B, C","ISCED 3B, C","male","yes","yes",382.722,257.906,358.533,9.57767,"yes","yes",,"3+","2","2","11-25",0.2653,-0.3559
"2018","SRB","68800109","68800624","ISCED 3B, C","ISCED 3B, C","male","yes","yes",404.87,360.101,467.755,8.45692,"yes","yes",,"2","1","0","26-100",-0.919,-1.305
"2018","SRB","68800137","68808084","ISCED 3B, C","ISCED 3B, C","female","yes","yes",457.025,487.036,510.815,10.05431,"yes","yes",,"2","1","1","101-200",-1.1518,-0.5949
"2018","SRB","68800012","68800935","ISCED 3B, C","ISCED 3B, C","female","yes","yes",478.791,438.778,394.7,11.7916,"yes","yes",,"2","2","2","0-10",-1.2372,-0.4894
"2018","SRB","68800107","68804796","ISCED 3B, C","ISCED 3B, C","male","yes",,433.106,392.312,452.51,11.04609,"yes","yes",,"2","2","1","26-100",-0.3468,1.1457
"2018","SRB","68800133","68808410","ISCED 3B, C","ISCED 3B, C","male","no","yes",373.225,285.061,350.485,8.50906,"yes","yes",,"2","0","1","0-10",-1.0454,-1.6234
"2018","SRB","68800011","68802010","ISCED 3B, C","ISCED 3B, C","female","yes","yes",427.918,355.449,394.326,6.54219,"yes","yes",,"1","0","0","26-100",-1.4233,-0.8883
"2018","SRB","68800122","68801311","ISCED 3B, C","ISCED 3B, C","female","yes","yes",600.856,613.546,621.807,9.11506,"yes","yes",,"1","1","1","26-100",-0.7977,-0.0738
"2018","SRB","68800024","68806660","ISCED 3B, C","ISCED 2","female","yes","yes",430.916,344.032,402.928,8.69826,"yes","yes",,"3+","1","2","201-500",-0.8563,-1.2632
"2018","SRB","68800089","68800739","ISCED 3B, C","ISCED 3B, C","male","yes","yes",647.742,461.985,523.1,8.81183,"yes","yes",,"2","1","0","0-10",-1.9358,-1.5115
"2018","SRB","68800052","68805464","ISCED 3B, C","ISCED 3B, C","male","yes","yes",485.219,455.738,495.072,8.40359,"yes","yes",,"2",,"2","0-10",-0.6481,-0.3545
"2018","SRB","68800028","68805105","ISCED 3B, C","ISCED 3B, C","female","yes","yes",387.192,461.184,394.288,8.87369,"yes","yes",,"1","1","0","11-25",-1.4163,-0.7355
"2018","SRB","68800059","68808600","ISCED 3B, C","ISCED 3B, C","male","yes","yes",411.704,348.472,382.476,9.08375,"yes","yes",,"3+","1","1","26-100",-1.043,-1.4015
"2018","SRB","68800183","68802628","ISCED 3B, C","ISCED 3B, C","male","yes","yes",426.98,304.936,377.767,10.16104,"yes","yes",,"2","3+","3+","0-10",0.9442,0.1081
"2018","SRB","68800025","68802790","ISCED 3B, C","ISCED 3B, C","male","yes","yes",361.782,450.663,504.92,7.80736,"yes","yes",,"3+","1","1","11-25",-0.4046,-0.9546
"2018","SRB","68800131","68807752","ISCED 3B, C","ISCED 3B, C","female","yes","yes",395.257,441.234,364.506,8.76955,"yes","yes",,"2","2","2","101-200",-0.8782,-0.3609
"2018","SVK","70300086","70302064","ISCED 3A","ISCED 3A","male","yes","yes",648.983,563.544,603.107,4.42048,"no","yes",,"2","3+","1","201-500",-0.0983,0.9642
"2018","SVK","70300092","70300451","ISCED 3A","ISCED 3A","female","yes","yes",576.975,640.47,571.955,6.02705,"yes","yes",,"2","1","0","101-200",-0.9983,-0.2827
"2018","SVK","70300188","70305852","ISCED 3A","ISCED 3A","male","yes","yes",574.291,551.502,590.62,10.05537,"yes","yes",,"2","1","3+","26-100",-0.0481,1.0571
"2018","SVK","70300086","70302883","ISCED 3A","ISCED 3A","female","yes","yes",526.348,544.256,465.872,4.74378,"yes","yes",,"2","1","1","101-200",-0.6369,0.7652
"2018","SVK","70300077","70303326","ISCED 2","ISCED 2","male","yes","yes",477.285,385.173,375.081,10.05537,"yes","yes",,"3+","3+","1","0-10",-0.4583,-1.6708
"2018","SVK","70300298","70307410","ISCED 3A","ISCED 3A","male","yes","yes",637.077,620.967,558.268,7.94198,"yes","yes",,"2","3+","2","201-500",0.2226,1.4411
